CustomerID,Recency,Frequency,Monetary,AvgOrderValue,OrderValueStd,MinOrderValue,MaxOrderValue,TotalQuantity,FirstPurchase,LastPurchase,CustomerLifetime,R_Score,F_Score,M_Score,RFM_Score,RFM_Value,Segment,Churned,Churn_Probability,Churn_Risk
12410,309,2,507.83,21.159583333333334,7.769750977581144,10.08,39.599999999999994,205,2011-02-04 10:38:00,2011-02-04 10:39:00,0,1,2,3,123,2.0,Hibernating,1,0.9971978614996797,High
12412,75,3,1115.04,19.91142857142857,12.761692026397734,5.04,50.400000000000006,728,2011-06-23 13:51:00,2011-09-26 10:16:00,94,2,3,4,234,3.0,About to Sleep,0,0.09193904887215668,Low
12413,67,3,656.15,18.747142857142858,8.722072598881992,7.800000000000001,47.7,281,2011-01-06 16:12:00,2011-10-04 09:00:00,270,3,3,3,333,3.0,Need Attention,0,0.0,
12414,217,3,351.21,27.016153846153845,19.52541657193752,7.56,79.2,201,2011-02-02 14:51:00,2011-05-06 14:51:00,93,1,3,2,132,2.0,Hibernating,1,0.9993172667232523,High
12415,25,11,11910.49,68.05994285714286,74.3190232565849,0.42,350.4,2927,2011-01-06 11:12:00,2011-11-15 10:32:00,312,4,5,5,455,4.666666666666667,Champions,0,0.0,
12417,3,9,2647.5,16.242331288343557,6.938039052179698,4.5600000000000005,59.400000000000006,1345,2010-12-17 11:51:00,2011-12-06 14:52:00,354,5,5,5,555,5.0,Champions,0,0.0,
12418,113,1,654.66,19.838181818181816,16.351736806556946,5.04,68.0,359,2011-08-19 11:08:00,2011-08-19 11:08:00,0,2,1,3,213,2.0,Lost,1,0.9806994920790463,High
12420,64,1,523.5,20.94,9.228137226258974,10.08,39.8,198,2011-10-07 08:55:00,2011-10-07 08:55:00,0,3,1,3,313,2.3333333333333335,Lost,0,0.0011503141614306429,Low
12421,16,4,607.57,15.57871794871795,8.170183654280324,5.04,35.7,429,2011-01-24 15:09:00,2011-11-24 09:07:00,303,4,4,3,443,3.6666666666666665,Loyal Customers,0,0.0,
12422,96,3,645.3100000000001,17.440810810810813,5.5353647768880805,8.5,35.400000000000006,364,2011-01-19 09:13:00,2011-09-05 09:48:00,229,2,3,3,233,2.6666666666666665,About to Sleep,1,0.9729379070906127,High
12423,1,8,1587.91,13.9290350877193,6.65314124615101,4.68,42.96,1321,2010-12-21 10:54:00,2011-12-09 10:10:00,352,5,5,4,554,4.666666666666667,Champions,0,0.0,
12424,163,2,1148.72,44.181538461538466,38.21292783258647,9.899999999999999,118.80000000000001,428,2011-06-30 12:06:00,2011-06-30 12:06:00,0,2,2,4,224,2.6666666666666665,About to Sleep,1,0.9866615532280985,High
12425,78,1,631.7,19.142424242424244,11.706157842750711,8.5,70.80000000000001,398,2011-09-22 17:31:00,2011-09-22 17:31:00,0,2,1,3,213,2.0,Lost,0,0.05245533632014781,Low
12426,195,1,493.78000000000003,17.635,5.989985778750199,2.5,35.400000000000006,253,2011-05-29 12:26:00,2011-05-29 12:26:00,0,1,1,3,113,1.6666666666666667,Lost,1,0.9997217380605739,High
12427,22,3,639.32,23.67851851851852,16.274457264660448,12.48,68.0,238,2010-12-03 10:44:00,2011-11-18 08:56:00,349,4,3,3,433,3.3333333333333335,Potential Loyalists,0,0.0,
12428,26,8,5932.4,21.494202898550725,15.916999822903778,2.34,135.0,3195,2011-03-01 09:33:00,2011-11-14 08:22:00,257,4,5,5,455,4.666666666666667,Champions,0,0.0,
12429,9,4,2810.34,32.30275862068966,26.310615272593953,4.68,183.60000000000002,1216,2010-12-09 12:05:00,2011-11-30 17:22:00,356,5,4,5,545,4.666666666666667,Champions,0,0.0,
12430,43,1,168.6,18.733333333333334,10.621261695297788,9.959999999999999,39.6,112,2011-10-27 15:09:00,2011-10-27 15:09:00,0,3,1,1,311,1.6666666666666667,Promising,0,0.0,
12431,60,13,4614.26,20.599375000000002,11.235729147371528,5.04,67.5,1910,2010-12-01 10:03:00,2011-10-10 14:49:00,313,3,5,5,355,4.333333333333333,Loyal Customers,0,0.0,
12432,43,4,2950.36,32.781777777777776,28.670294401586773,4.68,136.0,1070,2011-06-20 13:27:00,2011-10-28 11:43:00,129,3,4,5,345,4.0,Loyal Customers,0,0.0,
12433,1,7,9450.37,27.795205882352942,21.637162863269456,2.88,135.0,5471,2010-12-01 13:24:00,2011-12-09 10:02:00,372,5,5,5,555,5.0,Champions,0,0.0,
12434,85,2,806.14,16.122799999999998,8.336415331029794,4.68,47.6,394,2011-03-24 13:05:00,2011-09-16 12:38:00,175,2,2,4,224,2.6666666666666665,About to Sleep,0,0.05662466859328328,Low
12435,80,2,1447.8000000000002,160.86666666666667,112.14722466472365,39.0,275.40000000000003,292,2011-03-17 07:40:00,2011-09-21 09:06:00,188,2,2,4,224,2.6666666666666665,About to Sleep,0,0.017775210648333994,Low
12436,100,1,429.01000000000005,28.60066666666667,14.269248386786513,12.600000000000001,49.050000000000004,209,2011-09-01 12:09:00,2011-09-01 12:09:00,0,2,1,3,213,2.0,Lost,1,0.9833155529482595,High
12437,2,18,3796.74,22.46591715976331,17.069950568114088,4.68,131.39999999999998,2365,2011-01-12 14:13:00,2011-12-08 11:35:00,329,5,5,5,555,5.0,Champions,0,0.0,
12438,14,2,2400.22,25.80881720430107,26.413205065774534,6.8,183.60000000000002,1116,2011-07-22 13:29:00,2011-11-25 13:28:00,125,5,2,5,525,4.0,Potential Loyalists,0,0.0,
12441,367,1,155.55,15.555000000000001,4.14852383384741,10.5,23.25,120,2010-12-08 10:45:00,2010-12-08 10:45:00,0,1,1,1,111,1.0,Lost,1,0.9995080605843207,High
12442,3,1,144.06,13.096363636363636,7.088998903550872,4.68,30.0,181,2011-12-06 14:22:00,2011-12-06 14:22:00,0,5,1,1,511,2.3333333333333335,New Customers,0,0.0,
12444,21,5,3243.11,21.33625,11.386481691662688,5.8,68.0,1077,2011-06-21 14:00:00,2011-11-18 13:23:00,149,4,4,5,445,4.333333333333333,Champions,0,0.0,
12445,22,1,77.4,25.8,7.274613391789285,17.4,30.0,60,2011-11-17 18:43:00,2011-11-17 18:43:00,0,4,1,1,411,2.0,New Customers,0,0.0027881911902530453,Low
12446,58,1,857.66,16.49346153846154,4.987023507973462,5.04,29.700000000000003,340,2011-10-13 12:50:00,2011-10-13 12:50:00,0,3,1,4,314,2.6666666666666665,Lost,0,0.005,Low
12447,243,1,431.49,17.2596,4.776149495147737,6.8,29.700000000000003,187,2011-04-10 13:25:00,2011-04-10 13:25:00,0,1,1,3,113,1.6666666666666667,Lost,1,0.9997217380605739,High
12448,44,1,300.45,15.022499999999999,7.494075467011468,4.5600000000000005,30.599999999999998,239,2011-10-26 13:46:00,2011-10-26 13:46:00,0,3,1,2,312,2.0,Promising,0,0.0,
12449,22,4,3596.29,19.231497326203208,10.283592365487312,4.32,70.80000000000001,1523,2011-06-05 15:37:00,2011-11-17 13:46:00,164,4,4,5,445,4.333333333333333,Champions,0,0.0,
12450,156,2,197.88,24.735,18.193495698031363,9.959999999999999,66.0,128,2011-06-19 14:36:00,2011-07-06 14:41:00,17,2,2,1,221,1.6666666666666667,Lost,1,0.9859108763751365,High
12451,11,5,7338.24,23.003887147335423,14.859051069265766,2.88,102.0,5031,2011-01-19 09:05:00,2011-11-29 08:40:00,313,5,4,5,545,4.666666666666667,Champions,0,0.0,
12452,17,1,350.57,16.693809523809524,8.848688307421885,2.0,45.900000000000006,183,2011-11-23 08:05:00,2011-11-23 08:05:00,0,4,1,2,412,2.3333333333333335,New Customers,0,0.0,
12453,134,1,707.09,16.443953488372095,5.037722056802528,9.9,30.0,473,2011-07-28 14:08:00,2011-07-28 14:08:00,0,2,1,3,213,2.0,Lost,1,0.9784843647012278,High
12454,56,1,793.0,158.6,117.23941316809803,66.4,350.4,124,2011-10-14 17:13:00,2011-10-14 17:13:00,0,3,1,4,314,2.6666666666666665,Lost,0,0.002826370499458811,Low
12455,73,5,1433.06,20.768985507246377,15.721030233503402,6.8,81.6,868,2011-02-16 09:56:00,2011-09-27 15:31:00,223,2,4,4,244,3.3333333333333335,Loyal Customers,0,0.041192565463482496,Low
12456,44,3,2419.32,20.67794871794872,18.628818541140145,4.5600000000000005,175.2,1442,2011-03-30 09:12:00,2011-10-26 14:41:00,210,3,3,5,335,3.6666666666666665,Need Attention,0,0.0,
12457,66,4,1549.6299999999999,28.69685185185185,34.83586591507537,5.04,196.35,627,2011-04-14 18:57:00,2011-10-04 13:13:00,172,3,4,4,344,3.6666666666666665,Loyal Customers,0,0.0,
12458,71,2,772.28,22.065142857142856,12.80722598687911,9.899999999999999,59.4,430,2011-02-28 10:55:00,2011-09-29 15:25:00,213,3,2,4,324,3.0,Need Attention,0,0.005,Low
12461,155,1,626.88,18.43764705882353,11.85499001413726,4.5600000000000005,47.7,282,2011-07-08 10:23:00,2011-07-08 10:23:00,0,2,1,3,213,2.0,Lost,1,0.983631462352022,High
12462,19,2,874.65,15.61875,3.3138267154454537,9.899999999999999,22.5,429,2011-02-09 14:44:00,2011-11-21 09:11:00,284,4,2,4,424,3.3333333333333335,Potential Loyalists,0,0.0,
12463,53,4,1175.28,15.263376623376622,6.0092202424339485,4.68,35.400000000000006,766,2011-04-12 12:47:00,2011-10-17 13:44:00,188,3,4,4,344,3.6666666666666665,Loyal Customers,0,0.0,
12464,10,7,212.5,19.318181818181817,5.282199954908596,15.299999999999999,30.599999999999998,46,2011-02-03 13:30:00,2011-11-29 13:33:00,299,5,5,2,552,4.0,Potential Loyalists,0,0.006224986001636732,Low
12465,17,2,641.39,14.577045454545454,4.211067687374935,5.04,25.200000000000003,427,2011-06-23 13:37:00,2011-11-22 16:34:00,152,4,2,3,423,3.0,Potential Loyalists,0,0.004006734006734006,Low
12468,188,2,619.29,17.694,11.151163009775628,5.04,70.80000000000001,359,2011-01-27 13:29:00,2011-06-05 11:36:00,128,1,2,3,123,2.0,Hibernating,1,0.9981432719817656,High
12471,2,27,12446.08,31.271557788944722,41.21208796632988,5.04,350.4,5753,2010-12-10 09:35:00,2011-12-07 15:43:00,362,5,5,5,555,5.0,Champions,0,0.0,
12472,32,7,5547.43,17.228043478260872,10.552821014429734,2.88,75.60000000000001,3948,2010-12-05 14:19:00,2011-11-07 14:01:00,336,4,5,5,455,4.666666666666667,Champions,0,0.0,
12473,54,3,2296.16,15.410469798657717,6.649659647414038,4.5600000000000005,46.8,1897,2011-06-01 10:15:00,2011-10-17 11:27:00,138,3,3,5,335,3.6666666666666665,Need Attention,0,0.0,
12474,17,18,6464.22,16.448396946564888,8.49791929666573,2.2800000000000002,70.2,4577,2011-01-14 10:06:00,2011-11-22 14:39:00,312,4,5,5,455,4.666666666666667,Champions,0,0.0,
12475,54,1,635.14,19.246666666666666,9.157747289408386,5.04,47.7,360,2011-10-17 10:10:00,2011-10-17 10:10:00,0,3,1,3,313,2.3333333333333335,Lost,0,0.0,
12476,16,10,4718.13,23.473283582089554,13.812269696330835,3.95,70.80000000000001,2136,2010-12-13 14:39:00,2011-11-24 12:40:00,345,4,5,5,455,4.666666666666667,Champions,0,0.0,
12477,23,6,11054.94,38.92584507042254,37.9135808339284,5.04,275.40000000000003,3064,2011-02-11 12:45:00,2011-11-17 09:51:00,278,4,5,5,455,4.666666666666667,Champions,0,0.0,
12478,4,1,545.99,15.599714285714287,6.185220280310669,5.04,34.0,233,2011-12-06 09:56:00,2011-12-06 09:56:00,0,5,1,3,513,3.0,New Customers,0,0.0,
12479,11,1,473.2,15.773333333333333,6.0240691559279345,4.5600000000000005,30.599999999999998,382,2011-11-28 13:26:00,2011-11-28 13:26:00,0,5,1,3,513,3.0,New Customers,0,0.0,
12480,28,4,2396.54,16.877042253521125,7.168900604035628,2.5,49.800000000000004,1342,2011-01-07 15:27:00,2011-11-11 14:52:00,307,4,4,5,445,4.333333333333333,Champions,0,0.0,
12481,23,10,3819.5,20.758152173913043,10.973051583208516,4.5600000000000005,70.80000000000001,2526,2010-12-09 10:13:00,2011-11-17 08:29:00,342,4,5,5,455,4.666666666666667,Champions,0,0.0,
12483,17,8,1736.74,26.719076923076923,16.94090728856089,6.959999999999999,75.60000000000001,950,2011-01-04 14:20:00,2011-11-22 17:02:00,322,4,5,5,455,4.666666666666667,Champions,0,0.0,
12484,35,4,3670.4,11.088821752265861,7.691595657536904,0.83,39.8,2042,2011-01-07 14:04:00,2011-11-04 15:18:00,301,3,4,5,345,4.0,Loyal Customers,0,0.0,
12488,10,3,1075.16,20.67615384615385,11.239396424001926,4.5600000000000005,59.4,516,2011-09-25 10:34:00,2011-11-30 08:50:00,65,5,3,4,534,4.0,Potential Loyalists,0,0.0,
12489,336,1,267.03,20.54076923076923,7.815968122523766,9.899999999999999,32.849999999999994,101,2011-01-07 13:13:00,2011-01-07 13:13:00,0,1,1,2,112,1.3333333333333333,Lost,1,0.9999081712062257,High
12490,5,10,4503.01,19.493549783549785,9.759337666669602,4.5600000000000005,61.199999999999996,2815,2011-01-14 09:13:00,2011-12-04 16:07:00,324,5,5,5,555,5.0,Champions,0,0.0,
12491,39,1,377.6,15.733333333333334,6.321885152710224,8.5,33.2,186,2011-11-01 12:18:00,2011-11-01 12:18:00,0,3,1,2,312,2.0,Promising,0,0.0,
12492,63,2,227.21,12.622777777777777,5.40385244449088,5.04,23.4,190,2011-08-26 14:51:00,2011-10-07 15:15:00,42,3,2,2,322,2.3333333333333335,Promising,0,0.004006734006734006,Low
12493,166,2,362.79,19.09421052631579,4.816348681302367,12.7,29.88,203,2011-05-26 14:53:00,2011-06-27 10:17:00,31,2,2,2,222,2.0,About to Sleep,1,0.9919410382549212,High
12494,16,7,1084.1000000000001,15.269014084507043,6.605261356336559,4.68,39.8,698,2010-12-09 11:31:00,2011-11-24 09:34:00,349,4,5,4,454,4.333333333333333,Champions,0,0.0,
12497,82,1,20.4,20.4,,20.4,20.4,24,2011-09-19 12:29:00,2011-09-19 12:29:00,0,2,1,1,211,1.3333333333333333,Lost,0,0.027937098401163853,Low
12498,21,3,349.70000000000005,16.652380952380955,5.951690436138211,8.5,33.0,156,2011-10-13 09:30:00,2011-11-18 12:53:00,36,4,3,2,432,3.0,Potential Loyalists,0,0.0025733548168249665,Low
12500,50,8,591.69,20.403103448275864,16.139206057532313,3.0,70.80000000000001,261,2011-01-10 09:48:00,2011-10-21 10:13:00,284,3,5,3,353,3.6666666666666665,Loyal Customers,0,0.003342696629213483,Low
12501,337,1,1986.72,13.70151724137931,4.684898957026489,4.5600000000000005,30.0,1666,2011-01-07 12:28:00,2011-01-07 12:28:00,0,1,1,5,115,2.3333333333333335,Lost,1,0.9759997498803479,High
12502,96,5,2364.42,18.61748031496063,15.863282100423774,4.2,175.2,702,2011-02-03 10:41:00,2011-09-05 11:52:00,214,2,4,5,245,3.6666666666666665,Loyal Customers,1,0.9697181388044943,High
12504,18,2,415.29999999999995,59.32857142857142,50.71621911136891,9.95,131.39999999999998,86,2011-11-09 14:56:00,2011-11-21 16:02:00,12,4,2,3,423,3.0,Potential Loyalists,0,0.009548929663608563,Low
12506,233,1,73.5,3.1956521739130435,2.086586656124731,0.85,7.95,23,2011-04-21 08:54:00,2011-04-21 08:54:00,0,1,1,1,111,1.0,Lost,1,0.9946672648038963,High
12507,156,2,388.75,32.395833333333336,20.919982382372794,15.0,90.0,179,2011-02-14 09:24:00,2011-07-07 10:20:00,143,2,2,2,222,2.0,About to Sleep,1,0.9867049307914373,High
12508,26,2,397.88,5.851176470588236,4.4301640849001975,0.39,20.23,271,2011-11-10 16:27:00,2011-11-13 15:37:00,2,4,2,2,422,2.6666666666666665,Potential Loyalists,0,0.0,
12509,284,1,158.5,26.416666666666668,20.42649423338882,8.5,49.5,54,2011-02-28 14:45:00,2011-02-28 14:45:00,0,1,1,1,111,1.0,Lost,1,0.9999081712062257,High
12510,143,2,651.85,21.728333333333335,16.110189982255566,8.5,76.19999999999999,299,2011-01-18 14:04:00,2011-07-20 10:15:00,182,2,2,3,223,2.3333333333333335,About to Sleep,1,0.9818559104111867,High
12512,66,2,132.18,4.263870967741935,2.920629700845755,0.95,10.5,96,2011-10-04 14:53:00,2011-10-04 14:55:00,0,3,2,1,321,2.0,Promising,0,0.003342696629213483,Low
12513,113,1,520.04,15.758787878787878,6.910746955637175,6.64,33.0,456,2011-08-19 10:51:00,2011-08-19 10:51:00,0,2,1,3,213,2.0,Lost,1,0.9790128473412507,High
12514,267,1,966.68,19.728163265306122,10.793359778406465,8.5,59.699999999999996,436,2011-03-17 16:38:00,2011-03-17 16:38:00,0,1,1,4,114,2.0,Lost,1,0.9947217380605738,High
12515,353,1,227.7,17.515384615384615,4.2999701847505385,9.0,23.4,124,2010-12-21 15:43:00,2010-12-21 15:43:00,0,1,1,2,112,1.3333333333333333,Lost,1,1.0,High
12516,78,2,512.48,34.165333333333336,22.287569202413724,7.800000000000001,83.2,326,2011-06-12 11:37:00,2011-09-23 09:13:00,102,2,2,3,223,2.3333333333333335,About to Sleep,0,0.04755331577892464,Low
12517,28,4,2301.6,8.339130434782609,6.033940063975792,0.85,35.400000000000006,1351,2011-06-02 15:13:00,2011-11-11 13:57:00,161,4,4,5,445,4.333333333333333,Champions,0,0.0,
12518,1,5,1840.89,15.46966386554622,7.028851068537675,5.04,53.1,1306,2011-08-21 13:18:00,2011-12-09 10:13:00,109,5,4,5,545,4.666666666666667,Champions,0,0.0,
12519,64,1,276.84,17.3025,6.690298946982862,10.0,34.0,172,2011-10-07 09:26:00,2011-10-07 09:26:00,0,3,1,2,312,2.0,Promising,0,0.0,
12520,79,5,2252.81,15.753916083916083,8.210466614089452,2.34,65.69999999999999,1416,2011-03-11 11:35:00,2011-09-21 15:23:00,194,2,4,5,245,3.6666666666666665,Loyal Customers,0,0.039490557017725456,Low
